dataset,head_idx,basis_idx,GO_term,Adjusted_P_value,Combined_Score
bmmc,1,44,ventricular septum morphogenesis (GO:0060412),0.0374556382411645,390.5418048109173
bmmc,1,44,negative regulation of chemotaxis (GO:0050922),0.0374556382411645,325.6801394016241
bmmc,1,46,ammonium transport (GO:0015696),0.0150480401369983,2851.750942795132
bmmc,1,46,negative regulation of complement activation (GO:0045916),0.023537062435539,1262.919124249693
bmmc,1,46,neuron cell-cell adhesion (GO:0007158),0.0284236327579926,841.4142385973647
bmmc,2,47,regulation of protein kinase A signaling (GO:0010738),0.0493517740599786,618.2139479571657
bmmc,2,47,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),0.0493517740599786,510.5767014966948
bmmc,2,47,regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),0.0493517740599786,455.6920507677008
bmmc,2,47,T cell activation involved in immune response (GO:0002286),0.0493517740599786,390.5418048109173
bmmc,2,48,positive regulation of neurogenesis (GO:0050769),0.0476583439965911,278.2746781911583
bmmc,2,48,regulation of interleukin-1 beta production (GO:0032651),0.0476583439965911,228.24774566778848
bmmc,2,48,second-messenger-mediated signaling (GO:0019932),0.0476583439965911,206.9722118819376
bmmc,3,49,pathway-restricted SMAD protein phosphorylation (GO:0060389),0.0460878111796197,1126.5206724787724
bmmc,3,49,artery development (GO:0060840),0.0460878111796197,510.5767014966948
bmmc,3,49,regulation of protein ubiquitination (GO:0031396),0.0460878111796197,155.3791485414435
bmmc,3,49,cellular response to transforming growth factor beta stimulus (GO:0071560),0.0460878111796197,145.7440104063617
bmmc,3,49,regulation of chondrocyte differentiation (GO:0032330),0.0460878111796197,431.9867091057638
bmmc,2,50,negative regulation of cilium assembly (GO:1902018),0.019199416488204,1262.919124249693
bmmc,1,52,positive regulation of behavior (GO:0048520),0.0351674270382793,1646.7365311362207
bmmc,1,52,positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081),0.0351976053543976,841.4142385973647
bmmc,1,52,negative regulation of phagocytosis (GO:0050765),0.0351976053543976,773.4756743774749
bmmc,1,52,positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707),0.0406102815301192,578.2102706794014
bmmc,2,52,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881),0.0174263387123644,773.4756743774749
bmmc,2,52,positive regulation of muscle hypertrophy (GO:0014742),0.0174263387123644,773.4756743774749
bmmc,2,52,positive regulation of cardiac muscle hypertrophy (GO:0010613),0.0174263387123644,714.6879621205851
bmmc,2,52,regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882),0.0174263387123644,578.2102706794014
bmmc,2,52,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),0.0174263387123644,510.5767014966948
bmmc,3,53,regulation of relaxation of cardiac muscle (GO:1901897),0.0085483776914099,3684.499894523836
bmmc,3,53,regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844),0.014720913758265,1262.919124249693
bmmc,3,53,regulation of cell communication by electrical coupling (GO:0010649),0.014720913758265,1126.5206724787724
bmmc,3,53,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),0.0251634739984342,510.5767014966948
bmmc,3,53,regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),0.0251634739984342,455.6920507677008
bmmc,0,54,lysine catabolic process (GO:0006554),0.0149328794908253,1262.919124249693
bmmc,0,54,lysine metabolic process (GO:0006553),0.0149328794908253,1262.919124249693
bmmc,0,54,aspartate family amino acid catabolic process (GO:0009068),0.0256254584108909,663.3671793000248
bmmc,1,54,negative regulation of insulin receptor signaling pathway (GO:0046627),0.0029520964735537,1076.0625734624882
bmmc,1,54,negative regulation of cellular response to insulin stimulus (GO:1900077),0.0029520964735537,1023.0119639068774
bmmc,1,54,regulation of insulin receptor signaling pathway (GO:0046626),0.0083793609149774,532.0407033036188
bmmc,1,54,regulation of Notch signaling pathway (GO:0008593),0.0282484796784768,228.24774566778848
bmmc,1,54,regulation of transforming growth factor beta production (GO:0071634),0.0282484796784768,714.6879621205851
bmmc,2,54,regulation of muscle organ development (GO:0048634),0.0127749222915302,2851.750942795132
bmmc,0,55,positive regulation of interleukin-4 production (GO:0032753),0.000859045264922287,1909.837643971431
bmmc,0,55,regulation of interleukin-4 production (GO:0032673),0.0009050353066985752,1346.696399028853
bmmc,0,55,positive regulation of interleukin-2 production (GO:0032743),0.0009050353066985752,1134.1565994177497
bmmc,0,55,regulation of interleukin-2 production (GO:0032663),0.0044160727616547,486.9077836706825
bmmc,0,55,positive regulation of T cell proliferation (GO:0042102),0.0087241094079798,313.9569920205279
bmmc,1,55,negative regulation of cellular process (GO:0048523),0.0424564798346158,75.39465261038788
bmmc,1,55,gliogenesis (GO:0042063),0.0424564798346158,773.4756743774749
bmmc,1,55,negative regulation of cell death (GO:0060548),0.0424564798346158,191.6491643817023
bmmc,1,55,regulation of cell death (GO:0010941),0.0424564798346158,170.75018181181642
bmmc,1,56,regulation of T cell differentiation (GO:0045580),0.0081308840175557,647.5977302945712
bmmc,1,56,motor neuron axon guidance (GO:0008045),0.0390288250408086,841.4142385973647
bmmc,1,56,negative regulation of interleukin-2 production (GO:0032703),0.0498077376609589,542.5477632515199
bmmc,1,57,fatty acid metabolic process (GO:0006631),0.0370793816756386,129.17880995874862
bmmc,1,57,purine nucleoside bisphosphate metabolic process (GO:0034032),0.0370793816756386,340.05150286391984
bmmc,1,57,ribonucleoside bisphosphate metabolic process (GO:0033875),0.0370793816756386,340.05150286391984
bmmc,1,57,acyl-CoA metabolic process (GO:0006637),0.0396085262098067,267.2837742480994
bmmc,0,58,negative regulation of glucose transmembrane transport (GO:0010829),0.0424304886735182,1262.919124249693
bmmc,0,58,positive regulation of heterotypic cell-cell adhesion (GO:0034116),0.0424304886735182,920.7238662710552
bmmc,0,58,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),0.0424304886735182,510.5767014966948
bmmc,0,58,negative regulation of signal transduction in absence of ligand (GO:1901099),0.0424304886735182,510.5767014966948
bmmc,0,58,regulation of heterotypic cell-cell adhesion (GO:0034114),0.0424304886735182,455.6920507677008
bmmc,0,61,smooth muscle contraction (GO:0006939),0.0479521926550313,1014.3901741044946
bmmc,1,61,establishment of protein localization to plasma membrane (GO:0061951),0.007696503600476,722.9426366158579
bmmc,2,62,positive thymic T cell selection (GO:0045059),0.0054005720579709,5105.230681141124
bmmc,2,62,T cell activation (GO:0042110),0.0435127353220555,197.5443505613132
bmmc,3,62,regulation of B cell receptor signaling pathway (GO:0050855),0.0010781332474987,1346.696399028853
bmmc,3,62,positive regulation of B cell receptor signaling pathway (GO:0050861),0.0046371604047547,2851.750942795132
bmmc,3,62,positive regulation of antigen receptor-mediated signaling pathway (GO:0050857),0.0305138026966641,578.2102706794014
bmmc,2,63,negative regulation of macrophage migration (GO:1905522),0.0086596530709242,2308.188874209161
bmmc,2,63,negative regulation of bone resorption (GO:0045779),0.0086596530709242,1927.3444106230904
bmmc,2,63,lipid phosphorylation (GO:0046834),0.0086596530709242,1646.7365311362207
bmmc,2,63,negative regulation of bone remodeling (GO:0046851),0.0086596530709242,1432.0496756090347
bmmc,2,63,regulation of leukocyte activation (GO:0002694),0.0150447748012094,841.4142385973647
