Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235),1/22,0.0325020152689227,0.0960839270316974,0,0,32.756978653530375,112.24025378249362,LRRK2
GO_Biological_Process_2021,microglial cell activation (GO:0001774),1/22,0.0325020152689227,0.0960839270316974,0,0,32.756978653530375,112.24025378249362,APP
GO_Biological_Process_2021,negative regulation of GTPase activity (GO:0034260),1/23,0.0339548558617346,0.0960839270316974,0,0,31.266457680250785,105.76577819907342,LRRK2
GO_Biological_Process_2021,negative regulation of intracellular protein transport (GO:0090317),1/23,0.0339548558617346,0.0960839270316974,0,0,31.266457680250785,105.76577819907342,LRRK2
GO_Biological_Process_2021,regulation of interferon-gamma-mediated signaling pathway (GO:0060334),1/23,0.0339548558617346,0.0960839270316974,0,0,31.266457680250785,105.76577819907342,TXK
GO_Biological_Process_2021,regulation of neural precursor cell proliferation (GO:2000177),1/23,0.0339548558617346,0.0960839270316974,0,0,31.266457680250785,105.76577819907342,LRRK2
GO_Biological_Process_2021,regulation of protein export from nucleus (GO:0046825),1/23,0.0339548558617346,0.0960839270316974,0,0,31.266457680250785,105.76577819907342,IFI27
GO_Biological_Process_2021,positive regulation of gene expression (GO:0010628),3/482,0.0348952535370778,0.0960839270316974,0,0,4.521224773834377,15.17053777451983,APP;TXK;AGR2
GO_Biological_Process_2021,cellular response to cytokine stimulus (GO:0071345),3/482,0.0348952535370778,0.0960839270316974,0,0,4.521224773834377,15.17053777451983,IRF8;PTPN4;RHEX
GO_Biological_Process_2021,regulation of signal transduction (GO:0009966),2/198,0.0353771118003213,0.0960839270316974,0,0,7.206268221574344,24.081116091085143,APP;LRRK2
GO_Biological_Process_2021,positive regulation of carbohydrate metabolic process (GO:0045913),1/24,0.035405587532064,0.0960839270316974,0,0,29.90554722638681,99.91101302805887,APP
GO_Biological_Process_2021,C21-steroid hormone metabolic process (GO:0008207),1/24,0.035405587532064,0.0960839270316974,0,0,29.90554722638681,99.91101302805887,DHRS2
GO_Biological_Process_2021,cellular response to catecholamine stimulus (GO:0071870),1/24,0.035405587532064,0.0960839270316974,0,0,29.90554722638681,99.91101302805887,LRRK2
GO_Biological_Process_2021,negative regulation of synaptic transmission (GO:0050805),1/24,0.035405587532064,0.0960839270316974,0,0,29.90554722638681,99.91101302805887,LRRK2
GO_Biological_Process_2021,neuromuscular junction development (GO:0007528),1/24,0.035405587532064,0.0960839270316974,0,0,29.90554722638681,99.91101302805887,LRRK2
GO_Biological_Process_2021,regulation of macromolecule metabolic process (GO:0060255),2/200,0.0360309884965366,0.0960839270316974,0,0,7.132756132756133,23.70482996930019,APP;TXK
GO_Biological_Process_2021,positive regulation of ERBB signaling pathway (GO:1901186),1/25,0.0368542132262458,0.0960839270316974,0,0,28.658045977011493,94.59405781572389,AGR2
GO_Biological_Process_2021,cAMP-mediated signaling (GO:0019933),1/25,0.0368542132262458,0.0960839270316974,0,0,28.658045977011493,94.59405781572389,ADGRG6
GO_Biological_Process_2021,negative regulation of response to endoplasmic reticulum stress (GO:1903573),1/25,0.0368542132262458,0.0960839270316974,0,0,28.658045977011493,94.59405781572389,LRRK2
GO_Biological_Process_2021,positive regulation of peptidyl-threonine phosphorylation (GO:0010800),1/25,0.0368542132262458,0.0960839270316974,0,0,28.658045977011493,94.59405781572389,APP
GO_Biological_Process_2021,"chemical synaptic transmission, postsynaptic (GO:0099565)",1/25,0.0368542132262458,0.0960839270316974,0,0,28.658045977011493,94.59405781572389,LRRK2
GO_Biological_Process_2021,positive regulation of T cell migration (GO:2000406),1/25,0.0368542132262458,0.0960839270316974,0,0,28.658045977011493,94.59405781572389,APP
GO_Biological_Process_2021,regulation of mitochondrial fission (GO:0090140),1/25,0.0368542132262458,0.0960839270316974,0,0,28.658045977011493,94.59405781572389,LRRK2
GO_Biological_Process_2021,peripheral nervous system development (GO:0007422),1/25,0.0368542132262458,0.0960839270316974,0,0,28.658045977011493,94.59405781572389,ADGRG6
GO_Biological_Process_2021,regulation of protein processing (GO:0070613),1/25,0.0368542132262458,0.0960839270316974,0,0,28.658045977011493,94.59405781572389,LRRK2
